ncbi_gene_id,gene_symbol,pathway_sources
2885,GRB2,"R-HSA-109704|PI3K Cascade ; R-HSA-112412|SOS-mediated signalling ; R-HSA-1236382|Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants ; R-HSA-1250196|SHC1 events in ERBB2 signaling ; R-HSA-1250347|SHC1 events in ERBB4 signaling ; R-HSA-1257604|PIP3 activates AKT signaling ; R-HSA-1295596|Spry regulation of FGF signaling ; R-HSA-1433557|Signaling by SCF-KIT ; R-HSA-1433559|Regulation of KIT signaling ; R-HSA-167044|Signalling to RAS ; R-HSA-179812|GRB2 events in EGFR signaling ; R-HSA-180292|GAB1 signalosome ; R-HSA-180336|SHC1 events in EGFR signaling ; R-HSA-182971|EGFR downregulation ; R-HSA-1839117|Signaling by cytosolic FGFR1 fusion mutants ; R-HSA-186763|Downstream signal transduction ; R-HSA-1963640|GRB2 events in ERBB2 signaling ; R-HSA-1963642|PI3K events in ERBB2 signaling ; R-HSA-2029482|Regulation of actin dynamics for phagocytic cup formation ; R-HSA-210993|Tie2 Signaling ; R-HSA-2179392|EGFR Transactivation by Gastrin ; R-HSA-2219530|Constitutive Signaling by Aberrant PI3K in Cancer ; R-HSA-2424491|DAP12 signaling ; R-HSA-2428933|SHC-related events triggered by IGF1R ; R-HSA-2730905|Role of LAT2/NTAL/LAB on calcium mobilization ; R-HSA-2871796|FCERI mediated MAPK activation ; R-HSA-2871809|FCERI mediated Ca+2 mobilization ; R-HSA-354194|GRB2:SOS provides linkage to MAPK signaling for Integrins ; R-HSA-375165|NCAM signaling for neurite out-growth ; R-HSA-389359|CD28 dependent Vav1 pathway ; R-HSA-391160|Signal regulatory protein family interactions ; R-HSA-512988|Interleukin-3, Interleukin-5 and GM-CSF signaling ; R-HSA-5637810|Constitutive Signaling by EGFRvIII ; R-HSA-5654688|SHC-mediated cascade:FGFR1 ; R-HSA-5654689|PI-3K cascade:FGFR1 ; R-HSA-5654693|FRS-mediated FGFR1 signaling ; R-HSA-5654695|PI-3K cascade:FGFR2 ; R-HSA-5654699|SHC-mediated cascade:FGFR2 ; R-HSA-5654700|FRS-mediated FGFR2 signaling ; R-HSA-5654704|SHC-mediated cascade:FGFR3 ; R-HSA-5654706|FRS-mediated FGFR3 signaling ; R-HSA-5654710|PI-3K cascade:FGFR3 ; R-HSA-5654712|FRS-mediated FGFR4 signaling ; R-HSA-5654719|SHC-mediated cascade:FGFR4 ; R-HSA-5654720|PI-3K cascade:FGFR4 ; R-HSA-5654726|Negative regulation of FGFR1 signaling ; R-HSA-5654727|Negative regulation of FGFR2 signaling ; R-HSA-5654732|Negative regulation of FGFR3 signaling ; R-HSA-5654733|Negative regulation of FGFR4 signaling ; R-HSA-5655253|Signaling by FGFR2 in disease ; R-HSA-5655291|Signaling by FGFR4 in disease ; R-HSA-5655302|Signaling by FGFR1 in disease ; R-HSA-5655332|Signaling by FGFR3 in disease ; R-HSA-5663213|RHO GTPases Activate WASPs and WAVEs ; R-HSA-5673001|RAF/MAP kinase cascade ; R-HSA-6807004|Negative regulation of MET activity ; R-HSA-6811558|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling ; R-HSA-74749|Signal attenuation ; R-HSA-74751|Insulin receptor signalling cascade ; R-HSA-8851805|MET activates RAS signaling ; R-HSA-8851907|MET activates PI3K/AKT signaling ; R-HSA-8853659|RET signaling ; R-HSA-8856825|Cargo recognition for clathrin-mediated endocytosis ; R-HSA-8856828|Clathrin-mediated endocytosis ; R-HSA-8865999|MET activates PTPN11 ; R-HSA-8875360|InlB-mediated entry of Listeria monocytogenes into host cell ; R-HSA-8875555|MET activates RAP1 and RAC1 ; R-HSA-8875656|MET receptor recycling ; R-HSA-8983432|Interleukin-15 signaling ; R-HSA-9013420|RHOU GTPase cycle ; R-HSA-9026519|Activated NTRK2 signals through RAS ; R-HSA-9027284|Erythropoietin activates RAS ; R-HSA-9028335|Activated NTRK2 signals through PI3K ; R-HSA-9028731|Activated NTRK2 signals through FRS2 and FRS3 ; R-HSA-9034864|Activated NTRK3 signals through RAS ; R-HSA-912526|Interleukin receptor SHC signaling ; R-HSA-912631|Regulation of signaling by CBL ; R-HSA-9607240|FLT3 Signaling ; R-HSA-9634285|Constitutive Signaling by Overexpressed ERBB2 ; R-HSA-9645135|STAT5 Activation ; R-HSA-9664422|FCGR3A-mediated phagocytosis ; R-HSA-9664565|Signaling by ERBB2 KD Mutants ; R-HSA-9665348|Signaling by ERBB2 ECD mutants ; R-HSA-9665686|Signaling by ERBB2 TMD/JMD mutants ; R-HSA-9670439|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants ; R-HSA-9673767|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants ; R-HSA-9673770|Signaling by PDGFRA extracellular domain mutants ; R-HSA-9674555|Signaling by CSF3 (G-CSF) ; R-HSA-9679191|Potential therapeutics for SARS ; R-HSA-9680350|Signaling by CSF1 (M-CSF) in myeloid cells ; R-HSA-9702518|STAT5 activation downstream of FLT3 ITD mutants ; R-HSA-9703465|Signaling by FLT3 fusion proteins ; R-HSA-9703648|Signaling by FLT3 ITD and TKD mutants ; R-HSA-9725370|Signaling by ALK fusions and activated point mutants ; R-HSA-983695|Antigen activates B Cell Receptor (BCR) leading to generation of second messengers ; R-HSA-9842663|Signaling by LTK ; R-HSA-9927353|Co-inhibition by BTLA"
2886,GRB7,R-HSA-1306955|GRB7 events in ERBB2 signaling ; R-HSA-1433557|Signaling by SCF-KIT ; R-HSA-186763|Downstream signal transduction ; R-HSA-210993|Tie2 Signaling ; R-HSA-8853659|RET signaling ; R-HSA-9696273|RND1 GTPase cycle
2887,GRB10,R-HSA-1433557|Signaling by SCF-KIT ; R-HSA-74713|IRS activation ; R-HSA-74749|Signal attenuation ; R-HSA-74751|Insulin receptor signalling cascade ; R-HSA-8853659|RET signaling ; R-HSA-9607240|FLT3 Signaling ; R-HSA-9648895|Response of EIF2AK1 (HRI) to heme deficiency
2888,GRB14,R-HSA-210993|Tie2 Signaling
2889,RAPGEF1,R-HSA-170968|Frs2-mediated activation ; R-HSA-186763|Downstream signal transduction ; R-HSA-8875555|MET activates RAP1 and RAC1 ; R-HSA-9013423|RAC3 GTPase cycle ; R-HSA-9027284|Erythropoietin activates RAS ; R-HSA-912631|Regulation of signaling by CBL
2890,GRIA1,"R-HSA-204005|COPII-mediated vesicle transport ; R-HSA-399710|Activation of AMPA receptors ; R-HSA-399719|Trafficking of AMPA receptors ; R-HSA-416993|Trafficking of GluR2-containing AMPA receptors ; R-HSA-438066|Unblocking of NMDA receptors, glutamate binding and activation ; R-HSA-5694530|Cargo concentration in the ER ; R-HSA-8849932|Synaptic adhesion-like molecules ; R-HSA-9620244|Long-term potentiation"
2891,GRIA2,"R-HSA-399710|Activation of AMPA receptors ; R-HSA-416993|Trafficking of GluR2-containing AMPA receptors ; R-HSA-438066|Unblocking of NMDA receptors, glutamate binding and activation ; R-HSA-9022699|MECP2 regulates neuronal receptors and channels ; R-HSA-9620244|Long-term potentiation"
2892,GRIA3,"R-HSA-399710|Activation of AMPA receptors ; R-HSA-399719|Trafficking of AMPA receptors ; R-HSA-416993|Trafficking of GluR2-containing AMPA receptors ; R-HSA-438066|Unblocking of NMDA receptors, glutamate binding and activation ; R-HSA-8849932|Synaptic adhesion-like molecules"
2893,GRIA4,"R-HSA-399710|Activation of AMPA receptors ; R-HSA-399719|Trafficking of AMPA receptors ; R-HSA-416993|Trafficking of GluR2-containing AMPA receptors ; R-HSA-438066|Unblocking of NMDA receptors, glutamate binding and activation ; R-HSA-8849932|Synaptic adhesion-like molecules"
2896,GRN,R-HSA-6798695|Neutrophil degranulation
2897,GRIK1,R-HSA-451307|Activation of Na-permeable kainate receptors ; R-HSA-451308|Activation of Ca-permeable Kainate Receptor
2898,GRIK2,R-HSA-451307|Activation of Na-permeable kainate receptors ; R-HSA-451308|Activation of Ca-permeable Kainate Receptor
2899,GRIK3,R-HSA-451308|Activation of Ca-permeable Kainate Receptor ; R-HSA-500657|Presynaptic function of Kainate receptors
2900,GRIK4,R-HSA-451308|Activation of Ca-permeable Kainate Receptor
2901,GRIK5,R-HSA-451308|Activation of Ca-permeable Kainate Receptor
2902,GRIN1,"R-HSA-3928662|EPHB-mediated forward signaling ; R-HSA-438066|Unblocking of NMDA receptors, glutamate binding and activation ; R-HSA-442982|Ras activation upon Ca2+ influx through NMDA receptor ; R-HSA-5673001|RAF/MAP kinase cascade ; R-HSA-6794361|Neurexins and neuroligins ; R-HSA-8849932|Synaptic adhesion-like molecules ; R-HSA-9609736|Assembly and cell surface presentation of NMDA receptors ; R-HSA-9617324|Negative regulation of NMDA receptor-mediated neuronal transmission ; R-HSA-9620244|Long-term potentiation"
2903,GRIN2A,"R-HSA-438066|Unblocking of NMDA receptors, glutamate binding and activation ; R-HSA-6794361|Neurexins and neuroligins ; R-HSA-8849932|Synaptic adhesion-like molecules ; R-HSA-9022699|MECP2 regulates neuronal receptors and channels ; R-HSA-9609736|Assembly and cell surface presentation of NMDA receptors ; R-HSA-9617324|Negative regulation of NMDA receptor-mediated neuronal transmission ; R-HSA-9620244|Long-term potentiation"
2904,GRIN2B,"R-HSA-3928662|EPHB-mediated forward signaling ; R-HSA-438066|Unblocking of NMDA receptors, glutamate binding and activation ; R-HSA-442982|Ras activation upon Ca2+ influx through NMDA receptor ; R-HSA-5673001|RAF/MAP kinase cascade ; R-HSA-6794361|Neurexins and neuroligins ; R-HSA-8849932|Synaptic adhesion-like molecules ; R-HSA-9022699|MECP2 regulates neuronal receptors and channels ; R-HSA-9032500|Activated NTRK2 signals through FYN ; R-HSA-9609736|Assembly and cell surface presentation of NMDA receptors ; R-HSA-9617324|Negative regulation of NMDA receptor-mediated neuronal transmission ; R-HSA-9620244|Long-term potentiation"
2905,GRIN2C,"R-HSA-438066|Unblocking of NMDA receptors, glutamate binding and activation ; R-HSA-6794361|Neurexins and neuroligins ; R-HSA-8849932|Synaptic adhesion-like molecules ; R-HSA-9609736|Assembly and cell surface presentation of NMDA receptors ; R-HSA-9617324|Negative regulation of NMDA receptor-mediated neuronal transmission ; R-HSA-9620244|Long-term potentiation"
2906,GRIN2D,"R-HSA-438066|Unblocking of NMDA receptors, glutamate binding and activation ; R-HSA-442982|Ras activation upon Ca2+ influx through NMDA receptor ; R-HSA-5673001|RAF/MAP kinase cascade ; R-HSA-6794361|Neurexins and neuroligins ; R-HSA-8849932|Synaptic adhesion-like molecules ; R-HSA-9609736|Assembly and cell surface presentation of NMDA receptors ; R-HSA-9617324|Negative regulation of NMDA receptor-mediated neuronal transmission ; R-HSA-9620244|Long-term potentiation"
2908,NR3C1,"R-HSA-3371497|HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand ; R-HSA-383280|Nuclear Receptor transcription pathway ; R-HSA-4090294|SUMOylation of intracellular receptors ; R-HSA-8849473|PTK6 Expression ; R-HSA-8939902|Regulation of RUNX2 expression and activity ; R-HSA-9615017|FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes ; R-HSA-9679191|Potential therapeutics for SARS ; R-HSA-9768777|Regulation of NPAS4 gene transcription"
2909,ARHGAP35,"R-HSA-416550|Sema4D mediated inhibition of cell attachment and migration ; R-HSA-8849471|PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases ; R-HSA-8980692|RHOA GTPase cycle ; R-HSA-9013026|RHOB GTPase cycle ; R-HSA-9013106|RHOC GTPase cycle ; R-HSA-9013148|CDC42 GTPase cycle ; R-HSA-9013149|RAC1 GTPase cycle ; R-HSA-9013404|RAC2 GTPase cycle ; R-HSA-9013405|RHOD GTPase cycle ; R-HSA-9013406|RHOQ GTPase cycle ; R-HSA-9013408|RHOG GTPase cycle ; R-HSA-9013409|RHOJ GTPase cycle ; R-HSA-9013423|RAC3 GTPase cycle ; R-HSA-9696264|RND3 GTPase cycle ; R-HSA-9696270|RND2 GTPase cycle ; R-HSA-9696273|RND1 GTPase cycle"
2911,GRM1,"R-HSA-416476|G alpha (q) signalling events ; R-HSA-420499|Class C/3 (Metabotropic glutamate/pheromone receptors) ; R-HSA-6794361|Neurexins and neuroligins ; R-HSA-9717207|Sensory perception of sweet, bitter, and umami (glutamate) taste"
2912,GRM2,R-HSA-418594|G alpha (i) signalling events ; R-HSA-420499|Class C/3 (Metabotropic glutamate/pheromone receptors)
2913,GRM3,R-HSA-418594|G alpha (i) signalling events ; R-HSA-420499|Class C/3 (Metabotropic glutamate/pheromone receptors)
2914,GRM4,"R-HSA-418594|G alpha (i) signalling events ; R-HSA-420499|Class C/3 (Metabotropic glutamate/pheromone receptors) ; R-HSA-9717207|Sensory perception of sweet, bitter, and umami (glutamate) taste"
2915,GRM5,R-HSA-416476|G alpha (q) signalling events ; R-HSA-420499|Class C/3 (Metabotropic glutamate/pheromone receptors) ; R-HSA-6794361|Neurexins and neuroligins
2916,GRM6,R-HSA-418594|G alpha (i) signalling events ; R-HSA-420499|Class C/3 (Metabotropic glutamate/pheromone receptors)
2917,GRM7,R-HSA-418594|G alpha (i) signalling events ; R-HSA-420499|Class C/3 (Metabotropic glutamate/pheromone receptors)
2918,GRM8,R-HSA-418594|G alpha (i) signalling events ; R-HSA-420499|Class C/3 (Metabotropic glutamate/pheromone receptors)
2919,CXCL1,R-HSA-380108|Chemokine receptors bind chemokines ; R-HSA-418594|G alpha (i) signalling events ; R-HSA-6783783|Interleukin-10 signaling ; R-HSA-6798695|Neutrophil degranulation
2920,CXCL2,R-HSA-380108|Chemokine receptors bind chemokines ; R-HSA-418594|G alpha (i) signalling events ; R-HSA-6783783|Interleukin-10 signaling
2921,CXCL3,R-HSA-380108|Chemokine receptors bind chemokines ; R-HSA-418594|G alpha (i) signalling events
2922,GRP,"R-HSA-375276|Peptide ligand-binding receptors ; R-HSA-381771|Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1) ; R-HSA-416476|G alpha (q) signalling events"
2923,PDIA3,"R-HSA-1236974|ER-Phagosome pathway ; R-HSA-901042|Calnexin/calreticulin cycle ; R-HSA-983170|Antigen Presentation: Folding, assembly and peptide loading of class I MHC ; R-HSA-9918432|Maturation of DENV proteins"
2925,GRPR,R-HSA-375276|Peptide ligand-binding receptors ; R-HSA-416476|G alpha (q) signalling events
2926,GRSF1,R-HSA-192823|Viral mRNA Translation ; R-HSA-9836573|Mitochondrial RNA degradation
2931,GSK3A,R-HSA-198323|AKT phosphorylates targets in the cytosol ; R-HSA-381038|XBP1(S) activates chaperone genes ; R-HSA-5674400|Constitutive Signaling by AKT1 E17K in Cancer ; R-HSA-9635465|Suppression of apoptosis ; R-HSA-9683610|Maturation of nucleoprotein ; R-HSA-9694631|Maturation of nucleoprotein
2932,GSK3B,R-HSA-195253|Degradation of beta-catenin by the destruction complex ; R-HSA-196299|Beta-catenin phosphorylation cascade ; R-HSA-198323|AKT phosphorylates targets in the cytosol ; R-HSA-3371453|Regulation of HSF1-mediated heat shock response ; R-HSA-399956|CRMPs in Sema3A signaling ; R-HSA-4641262|Disassembly of the destruction complex and recruitment of AXIN to the membrane ; R-HSA-5250924|B-WICH complex positively regulates rRNA expression ; R-HSA-5339716|Signaling by GSK3beta mutants ; R-HSA-5358747|CTNNB1 S33 mutants aren't phosphorylated ; R-HSA-5358749|CTNNB1 S37 mutants aren't phosphorylated ; R-HSA-5358751|CTNNB1 S45 mutants aren't phosphorylated ; R-HSA-5358752|CTNNB1 T41 mutants aren't phosphorylated ; R-HSA-5467337|APC truncation mutants have impaired AXIN binding ; R-HSA-5467340|AXIN missense mutants destabilize the destruction complex ; R-HSA-5467348|Truncations of AMER1 destabilize the destruction complex ; R-HSA-5610783|Degradation of GLI2 by the proteasome ; R-HSA-5610785|GLI3 is processed to GLI3R by the proteasome ; R-HSA-5674400|Constitutive Signaling by AKT1 E17K in Cancer ; R-HSA-69601|Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A ; R-HSA-75815|Ubiquitin-dependent degradation of Cyclin D ; R-HSA-8939902|Regulation of RUNX2 expression and activity ; R-HSA-9683610|Maturation of nucleoprotein ; R-HSA-9694631|Maturation of nucleoprotein ; R-HSA-9762114|GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2 ; R-HSA-9856649|Transcriptional and post-translational regulation of MITF-M expression and activity ; R-HSA-9929356|GSK3B-mediated proteasomal degradation of PD-L1(CD274)
2935,GSPT1,R-HSA-72764|Eukaryotic Translation Termination ; R-HSA-9010553|Regulation of expression of SLITs and ROBOs ; R-HSA-975956|Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC) ; R-HSA-975957|Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)
2936,GSR,R-HSA-2408550|Metabolism of ingested H2SeO4 and H2SeO3 into H2Se ; R-HSA-3299685|Detoxification of Reactive Oxygen Species ; R-HSA-499943|Interconversion of nucleotide di- and triphosphates ; R-HSA-5628897|TP53 Regulates Metabolic Genes ; R-HSA-9818027|NFE2L2 regulating anti-oxidant/detoxification enzymes
2937,GSS,R-HSA-174403|Glutathione synthesis and recycling ; R-HSA-5579006|Defective GSS causes GSS deficiency
2938,GSTA1,R-HSA-156590|Glutathione conjugation ; R-HSA-189483|Heme degradation ; R-HSA-9748787|Azathioprine ADME ; R-HSA-9818027|NFE2L2 regulating anti-oxidant/detoxification enzymes
2939,GSTA2,R-HSA-156590|Glutathione conjugation ; R-HSA-8950505|Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation ; R-HSA-9748787|Azathioprine ADME
2940,GSTA3,R-HSA-156590|Glutathione conjugation ; R-HSA-9818027|NFE2L2 regulating anti-oxidant/detoxification enzymes
2941,GSTA4,R-HSA-156590|Glutathione conjugation
2944,GSTM1,R-HSA-156590|Glutathione conjugation ; R-HSA-9748787|Azathioprine ADME ; R-HSA-9753281|Paracetamol ADME
2946,GSTM2,R-HSA-156590|Glutathione conjugation
2947,GSTM3,R-HSA-156590|Glutathione conjugation
2948,GSTM4,R-HSA-156590|Glutathione conjugation ; R-HSA-9026762|Biosynthesis of maresin conjugates in tissue regeneration (MCTR)
2949,GSTM5,R-HSA-156590|Glutathione conjugation
2950,GSTP1,R-HSA-156590|Glutathione conjugation ; R-HSA-3299685|Detoxification of Reactive Oxygen Species ; R-HSA-6798695|Neutrophil degranulation ; R-HSA-9753281|Paracetamol ADME
2952,GSTT1,R-HSA-156590|Glutathione conjugation ; R-HSA-9753281|Paracetamol ADME
2953,GSTT2,R-HSA-156590|Glutathione conjugation
2954,GSTZ1,R-HSA-156590|Glutathione conjugation ; R-HSA-204174|Regulation of pyruvate dehydrogenase (PDH) complex ; R-HSA-8963684|Tyrosine catabolism
2956,MSH6,R-HSA-5358565|Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha) ; R-HSA-5632928|Defective Mismatch Repair Associated With MSH2 ; R-HSA-5632968|Defective Mismatch Repair Associated With MSH6
2957,GTF2A1,R-HSA-167161|HIV Transcription Initiation ; R-HSA-167162|RNA Polymerase II HIV Promoter Escape ; R-HSA-167172|Transcription of the HIV genome ; R-HSA-674695|RNA Polymerase II Pre-transcription Events ; R-HSA-6807505|RNA polymerase II transcribes snRNA genes ; R-HSA-73776|RNA Polymerase II Promoter Escape ; R-HSA-73779|RNA Polymerase II Transcription Pre-Initiation And Promoter Opening ; R-HSA-75953|RNA Polymerase II Transcription Initiation ; R-HSA-76042|RNA Polymerase II Transcription Initiation And Promoter Clearance ; R-HSA-9018519|Estrogen-dependent gene expression
2958,GTF2A2,R-HSA-167161|HIV Transcription Initiation ; R-HSA-167162|RNA Polymerase II HIV Promoter Escape ; R-HSA-167172|Transcription of the HIV genome ; R-HSA-674695|RNA Polymerase II Pre-transcription Events ; R-HSA-6807505|RNA polymerase II transcribes snRNA genes ; R-HSA-73776|RNA Polymerase II Promoter Escape ; R-HSA-73779|RNA Polymerase II Transcription Pre-Initiation And Promoter Opening ; R-HSA-75953|RNA Polymerase II Transcription Initiation ; R-HSA-76042|RNA Polymerase II Transcription Initiation And Promoter Clearance ; R-HSA-9018519|Estrogen-dependent gene expression
